Count,Pixel_2,Pixel_2,Value_1,Value_2,Value_3,Survived,Pclass,Empty
1595,200,300,129,101,93,1,1,1
1596,200,300,124,96,88,0,3,1
1597,200,300,172,143,132,0,3,1
1598,200,300,195,164,153,1,1,1
1599,200,300,126,96,83,1,3,1
1600,200,300,134,103,92,1,3,1
1601,200,300,131,100,89,1,2,1
1602,200,300,134,103,92,0,3,1
1603,200,300,175,146,135,1,1,1
1604,200,300,134,103,92,1,3,1
1605,200,300,128,99,88,1,1,1
1606,200,300,188,159,148,1,3,1
1607,200,300,135,104,93,1,1,1
1608,200,300,134,104,91,0,3,1
1609,200,300,137,104,92,1,3,1
1610,200,300,188,157,146,0,1,1
1611,200,300,142,110,102,0,3,1
1612,200,300,137,107,94,1,3,1
1613,200,300,137,107,94,1,2,1
1614,200,300,180,148,140,1,3,1
1615,200,300,131,101,88,0,1,1
1616,200,300,137,107,94,1,3,1
1617,200,300,144,110,100,1,1,1
1618,200,300,193,159,149,1,3,1
1619,200,300,147,113,103,1,1,1
1620,200,300,151,116,104,1,3,1
1621,200,300,255,233,226,1,3,1
1622,200,300,189,155,145,0,1,1
1623,200,300,151,117,102,0,3,1
1624,200,300,151,118,106,1,3,1
1625,200,300,153,120,108,1,2,1
1626,200,300,173,138,126,1,3,1
1627,200,300,151,116,104,1,1,1
1628,200,300,150,117,105,0,3,1
1629,200,300,154,117,103,1,1,1
1630,200,300,242,207,195,1,3,1
1631,200,300,152,118,103,1,1,1
1632,200,300,160,126,111,1,3,1
1633,200,300,159,124,112,1,3,1
1634,200,300,188,153,141,0,1,1
1635,200,300,158,124,109,1,3,1
1636,200,300,159,125,110,0,3,1
1637,200,300,160,126,111,0,2,1
1638,200,300,170,130,119,1,3,1
1639,200,300,170,130,119,1,1,1
1640,200,300,170,130,119,1,3,1
1641,200,300,173,135,119,1,1,1
1642,200,300,255,242,226,1,3,1
1643,200,300,176,138,122,1,1,1
1644,200,300,175,137,119,1,3,1
1645,200,300,176,138,122,1,3,1
1646,200,300,178,140,124,1,1,1
1647,200,300,175,138,124,1,3,1
1648,200,300,176,138,122,1,3,1
1649,200,300,178,141,127,1,2,1
1650,200,300,178,142,126,1,3,1
1651,200,300,178,142,126,1,1,1
1652,200,300,171,135,119,1,3,1
1653,200,300,176,139,125,1,1,1
1654,200,300,174,140,125,1,3,1
1655,200,300,176,141,129,1,1,1
1656,200,300,176,141,129,1,3,1
1657,200,300,176,141,129,1,3,1
1658,200,300,176,141,129,1,1,1
1659,200,300,177,142,130,1,3,1
1660,200,300,175,142,130,1,3,1
1661,200,300,175,142,130,1,2,1
1662,200,300,175,142,130,1,3,1
1663,200,300,175,141,131,1,1,1
1664,200,300,174,140,130,1,3,1
1665,200,300,170,139,128,0,1,1
1666,200,300,170,139,128,1,3,1
1667,200,300,104,75,64,1,1,1
1668,200,300,170,139,128,1,3,1
1669,200,300,170,139,128,1,3,1
1670,200,300,168,139,128,1,1,1
1671,200,300,170,139,128,1,3,1
1672,200,300,171,142,131,0,3,1
1673,200,300,173,144,133,0,2,1
1674,200,300,174,145,134,1,3,1
1675,200,300,177,148,137,1,1,1
1676,200,300,179,150,139,1,3,1
1677,200,300,181,152,141,1,1,1
1678,200,300,184,155,144,0,3,1
1679,200,300,181,152,141,1,1,1
1680,200,300,184,155,144,1,3,1
1681,200,300,184,155,144,1,3,1
1682,200,300,182,155,144,1,1,1
1683,200,300,182,155,144,1,3,1
1684,200,300,184,157,146,0,3,1
1685,200,300,185,158,147,1,2,1
1686,200,300,186,159,148,0,3,1
1687,200,300,199,172,161,0,1,1
1688,200,300,186,159,148,1,3,1
1689,200,300,194,167,156,1,1,1
1690,200,300,202,175,164,1,3,1
1691,200,300,189,165,153,0,1,1
1692,200,300,189,165,153,1,3,1
1693,200,300,198,176,164,1,3,1
1694,200,300,189,165,153,1,1,1
1695,200,300,189,165,153,1,3,1
1696,200,300,189,165,153,1,3,1
1697,200,300,187,163,151,1,2,1
1698,200,300,189,165,153,0,3,1
1699,200,300,189,165,153,0,1,1
1700,200,300,189,165,153,1,3,1
1701,200,300,187,163,151,1,1,1
1702,200,300,189,165,153,1,3,1
1703,200,300,189,165,153,1,1,1
1704,200,300,189,165,153,0,3,1
1705,200,300,189,165,153,1,3,1
1706,200,300,38,31,28,1,1,1
1707,200,300,38,31,28,1,3,1
1708,200,300,38,31,28,1,3,1
1709,200,300,38,31,28,1,2,1
1710,200,300,39,32,29,0,3,1
1711,200,300,38,31,28,1,1,1
1712,200,300,38,31,28,0,3,1
1713,200,300,38,31,28,0,1,1
1714,200,300,39,32,29,1,3,1
1715,200,300,38,31,28,1,1,1
1716,200,300,38,31,28,1,3,1
1717,200,300,38,31,28,0,3,1
1718,200,300,39,32,29,1,1,1
1719,200,300,38,31,28,1,3,1
1720,200,300,38,31,28,1,3,1
1721,200,300,38,31,28,1,2,1
1722,200,300,39,32,29,1,3,1
1723,200,300,38,31,28,1,1,1
1724,200,300,38,31,28,0,3,1
1725,200,300,38,31,28,0,1,1
1726,200,300,39,32,29,1,3,1
1727,200,300,38,31,28,1,1,1
1728,200,300,38,31,28,1,3,1
1729,200,300,38,31,28,1,3,1
1730,200,300,40,33,30,0,1,1
1731,200,300,38,31,28,1,3,1
1732,200,300,38,31,28,1,3,1
1733,200,300,36,33,27,1,2,1
1734,200,300,36,33,27,1,3,1
1735,200,300,36,33,27,1,1,1
1736,200,300,35,32,26,0,3,1
1737,200,300,255,255,255,1,1,1
1738,200,300,35,32,26,0,3,1
1739,200,300,35,32,26,0,1,1
1740,200,300,35,32,26,1,3,1
1741,200,300,36,33,27,1,3,1
1742,200,300,35,32,26,1,1,1
1743,200,300,35,32,26,0,3,1
1744,200,300,35,32,26,1,3,1
1745,200,300,36,33,27,1,2,1
1746,200,300,35,32,26,1,3,1
1747,200,300,35,32,26,1,1,1
1748,200,300,35,32,26,1,3,1
1749,200,300,36,33,27,1,1,1
1750,200,300,35,32,26,0,3,1
1751,200,300,35,32,26,0,1,1
1752,200,300,35,32,26,1,3,1
1753,200,300,35,32,26,1,3,1
1754,200,300,35,32,26,1,1,1
1755,200,300,35,32,26,1,3,1
1756,200,300,35,32,26,0,3,1
1757,200,300,36,33,27,1,2,1
1758,200,300,35,32,26,1,3,1
1759,200,300,35,32,26,1,1,1
1760,200,300,35,32,26,1,3,1
1761,200,300,36,33,27,1,1,1
1762,200,300,35,32,26,0,3,1
1763,200,300,35,32,26,1,1,1
1764,200,300,35,32,26,0,3,1
1765,200,300,36,33,27,0,3,1
1766,200,300,35,32,26,1,1,1
1767,200,300,35,32,26,1,3,1
1768,200,300,35,32,26,1,3,1
1769,200,300,36,33,27,1,2,1
1770,200,300,35,32,26,1,3,1
1771,200,300,35,32,26,1,1,1
1772,200,300,35,32,26,1,3,1
1773,200,300,36,33,27,1,1,1
1774,200,300,35,32,26,1,3,1
1775,200,300,35,32,26,1,1,1
1776,200,300,35,32,26,1,3,1
1777,200,300,36,33,27,1,3,1
1778,200,300,35,32,26,1,1,1
1779,200,300,35,32,26,1,3,1
1780,200,300,35,32,26,1,3,1
1781,200,300,36,33,27,1,2,1
1782,200,300,35,32,26,1,3,1
1783,200,300,35,32,26,1,1,1
1784,200,300,35,32,26,1,3,1
1785,200,300,36,33,27,1,1,1
1786,200,300,35,32,26,1,3,1
1787,200,300,35,32,26,1,1,1
1788,200,300,35,32,26,1,3,1
1789,200,300,36,33,27,1,3,1
1790,200,300,35,32,26,1,1,1
1791,200,300,35,32,26,1,3,1
1792,200,300,35,32,26,1,1,1
1793,200,300,36,33,27,0,3,1
1794,200,300,35,32,26,1,1,1
1795,200,300,35,32,26,1,3,1
1796,200,300,35,32,26,1,3,1
1797,200,300,36,33,27,1,1,1
1798,200,300,35,32,26,1,3,1
1799,200,300,35,32,26,1,3,1
1800,200,300,35,32,26,0,2,1
1801,200,300,36,33,27,0,3,1
1802,200,300,35,32,26,1,1,1
1803,200,300,35,32,26,1,3,1
1804,200,300,35,32,26,1,1,1
1805,200,300,36,33,27,1,3,1
1806,200,300,35,32,26,0,1,1
1807,200,300,35,32,26,1,3,1
1808,200,300,35,32,26,1,3,1
1809,200,300,36,33,27,1,1,1
1810,200,300,35,32,26,1,3,1
1811,200,300,36,33,27,1,3,1
1812,200,300,36,33,27,0,2,1
1813,200,300,36,33,27,1,3,1
1814,200,300,35,31,27,0,1,1
1815,200,300,35,31,27,0,3,1
1816,200,300,35,31,27,1,1,1
1817,200,300,36,32,28,1,3,1
1818,200,300,35,31,27,1,1,1
1819,200,300,35,31,27,0,3,1
1820,200,300,35,31,27,1,3,1
1821,200,300,36,32,28,1,1,1
1822,200,300,35,31,27,1,3,1
1823,200,300,35,31,27,1,3,1
1824,200,300,35,31,27,1,2,1
1825,200,300,36,32,28,1,3,1
1826,200,300,35,31,27,0,1,1
1827,200,300,36,32,28,0,3,1
1828,200,300,35,31,27,1,1,1
1829,200,300,35,31,27,1,3,1
1830,200,300,35,31,27,1,1,1
1831,200,300,35,31,27,1,3,1
1832,200,300,35,31,27,0,3,1
1833,200,300,35,31,27,1,1,1
1834,200,300,35,31,27,1,3,1
1835,200,300,35,31,27,1,3,1
1836,200,300,35,31,27,1,2,1
1837,200,300,36,32,28,1,3,1
1838,200,300,35,31,27,0,1,1
1839,200,300,36,32,28,1,3,1
1840,200,300,35,31,27,0,1,1
1841,200,300,35,31,27,0,3,1
1842,200,300,35,31,27,1,1,1
1843,200,300,36,32,28,1,3,1
1844,200,300,35,31,27,1,3,1
1845,200,300,35,31,27,0,1,1
1846,200,300,35,31,27,1,3,1
1847,200,300,36,32,28,1,3,1
1848,200,300,35,31,27,1,2,1
1849,200,300,35,31,27,1,3,1
1850,200,300,35,31,27,1,1,1
1851,200,300,36,32,28,1,3,1
1852,200,300,35,31,27,0,1,1
1853,200,300,35,31,27,0,3,1
1854,200,300,35,31,27,1,1,1
1855,200,300,35,31,27,1,3,1
1856,200,300,35,31,27,1,3,1
1857,200,300,34,30,26,1,1,1
1858,200,300,34,30,26,0,3,1
1859,200,300,33,29,25,1,3,1
1860,200,300,33,29,25,1,2,1
1861,200,300,29,27,23,1,3,1
1862,200,300,29,27,23,1,1,1
1863,200,300,27,24,25,1,3,1
1864,200,300,27,24,23,0,1,1
1865,200,300,27,24,23,1,3,1
1866,200,300,26,23,22,0,1,1
1867,200,300,25,22,21,0,3,1
1868,200,300,24,21,22,1,3,1
1869,200,300,20,20,20,1,1,1
1870,200,300,131,131,131,1,3,1
1871,200,300,18,18,18,0,3,1
1872,200,300,18,18,16,1,2,1
1873,200,300,18,18,16,1,3,1
1874,200,300,16,16,16,1,1,1
1875,200,300,15,18,18,1,3,1
1876,200,300,16,16,16,1,1,1
1877,200,300,16,16,16,1,3,1
1878,200,300,9,12,12,0,1,1
1879,200,300,9,12,12,0,3,1
1880,200,300,8,11,11,1,3,1
1881,200,300,6,8,10,1,1,1
1882,200,300,7,9,11,1,3,1
1883,200,300,7,9,11,1,3,1
1884,200,300,7,9,11,0,2,1
1885,200,300,6,8,10,1,3,1
1886,200,300,93,95,97,1,1,1
1887,200,300,7,10,10,1,3,1
1888,200,300,44,46,48,1,1,1
1889,200,300,117,121,123,1,3,1
1890,200,300,181,185,187,0,1,1
1891,200,300,149,155,159,1,3,1
1892,200,300,175,179,181,0,3,1
1893,200,300,199,201,203,0,1,1
1894,200,300,192,194,196,1,3,1
1895,200,300,220,220,220,1,3,1
1896,200,300,181,181,181,1,2,1
1897,200,300,7,9,11,1,3,1
1898,200,300,17,19,21,1,1,1
1899,200,300,7,9,11,1,3,1
1900,200,300,7,9,11,1,1,1
1901,200,300,7,9,11,1,3,1
1902,200,300,7,9,11,1,1,1
1903,200,300,11,10,12,1,3,1
1904,200,300,11,10,12,1,3,1
1905,200,300,11,10,12,1,1,1
1906,200,300,11,10,12,1,3,1
1907,200,300,7,9,11,1,3,1
1908,200,300,7,9,11,1,2,1
1909,200,300,11,10,12,1,3,1
1910,200,300,7,9,11,1,1,1
1911,200,300,7,9,11,1,3,1
1912,200,300,7,9,11,1,1,1
1913,200,300,7,9,11,1,3,1
1914,200,300,7,9,11,1,1,1
1915,200,300,7,9,11,1,3,1
1916,200,300,7,10,10,1,3,1
1917,200,300,7,10,10,1,1,1
1918,200,300,7,10,10,1,3,1
1919,200,300,7,10,10,1,3,1
1920,200,300,7,10,10,1,2,1
1921,200,300,7,10,10,0,3,1
1922,200,300,7,10,10,1,1,1
1923,200,300,7,10,10,1,3,1
1924,200,300,7,10,10,1,1,1
1925,200,300,7,10,10,1,3,1
1926,200,300,7,10,10,1,1,1
1927,200,300,7,10,10,1,3,1
1928,200,300,7,10,10,0,3,1
1929,200,300,7,10,10,0,1,1
1930,200,300,7,10,10,1,3,1
1931,200,300,7,10,10,1,3,1
1932,200,300,7,10,10,1,2,1
1933,200,300,7,10,10,1,3,1
1934,200,300,7,10,10,0,1,1
1935,200,300,7,10,10,1,3,1
1936,200,300,7,10,10,1,1,1
1937,200,300,7,10,10,1,3,1
1938,200,300,7,10,10,1,1,1
1939,200,300,7,10,10,1,3,1
1940,200,300,7,10,10,0,3,1
1941,200,300,7,10,10,1,1,1
1942,200,300,7,10,10,0,3,1
1943,200,300,7,10,10,0,3,1
1944,200,300,7,10,10,1,2,1
1945,200,300,7,10,10,1,3,1
1946,200,300,7,10,10,1,1,1
1947,200,300,7,10,10,0,3,1
1948,200,300,8,11,11,1,1,1
1949,200,300,7,10,10,1,3,1
1950,200,300,7,10,10,1,1,1
1951,200,300,7,10,10,1,3,1
1952,200,300,6,9,9,1,3,1
1953,200,300,7,10,10,1,1,1
1954,200,300,7,10,10,0,3,1
1955,200,300,6,9,9,0,3,1
1956,200,300,7,10,10,1,2,1
1957,200,300,7,10,10,1,3,1
1958,200,300,7,10,10,1,1,1
1959,200,300,7,10,10,1,3,1
1960,200,300,7,10,10,0,1,1
1961,200,300,7,10,10,1,3,1
1962,200,300,7,10,10,1,1,1
1963,200,300,7,10,10,1,3,1
1964,200,300,7,10,10,1,3,1
1965,200,300,7,10,10,1,1,1
1966,200,300,7,10,10,0,3,1
1967,200,300,7,10,10,1,3,1
1968,200,300,7,10,10,0,2,1
1969,200,300,7,10,10,0,3,1
1970,200,300,7,10,10,1,1,1
1971,200,300,7,10,10,1,3,1
1972,200,300,7,10,10,1,1,1
1973,200,300,7,10,10,0,3,1
1974,200,300,7,10,10,1,1,1
1975,200,300,7,10,10,1,3,1
1976,200,300,7,10,10,1,3,1
1977,200,300,7,10,10,1,1,1
1978,200,300,7,10,10,1,3,1
1979,200,300,7,10,10,1,3,1
1980,200,300,7,10,10,0,2,1
1981,200,300,7,10,10,0,3,1
1982,200,300,7,10,10,1,1,1
1983,200,300,7,10,10,1,3,1
1984,200,300,7,10,10,1,1,1
1985,200,300,7,10,10,1,3,1
1986,200,300,7,10,10,0,1,1
1987,200,300,7,10,10,1,3,1
1988,200,300,6,9,9,1,3,1
1989,200,300,7,10,10,1,1,1
1990,200,300,7,10,10,1,3,1
1991,200,300,7,10,10,1,3,1
1992,200,300,6,9,9,0,2,1
1993,200,300,7,10,10,1,3,1
1994,200,300,7,10,10,0,1,1
1995,200,300,7,10,10,0,3,1
1996,200,300,6,9,9,1,1,1
1997,200,300,7,10,10,1,3,1
1998,200,300,7,10,10,1,1,1
1999,200,300,7,10,10,0,3,1
2000,200,300,6,9,9,1,3,1
2001,200,300,7,10,10,1,1,1
2002,200,300,7,10,10,1,3,1
2003,200,300,7,10,10,1,3,1
2004,200,300,6,9,9,1,2,1
2005,200,300,7,10,10,1,3,1
2006,200,300,7,10,10,0,1,1
2007,200,300,7,10,10,0,3,1
2008,200,300,6,9,9,1,1,1
2009,200,300,7,10,10,1,3,1
2010,200,300,7,10,10,1,1,1
2011,200,300,7,10,10,1,3,1
2012,200,300,6,9,9,0,3,1
2013,200,300,7,10,10,1,1,1
2014,200,300,7,10,10,1,3,1
2015,200,300,7,10,10,1,3,1
2016,200,300,6,9,9,1,2,1
2017,200,300,7,10,10,1,3,1
2018,200,300,7,10,10,0,1,1
2019,200,300,7,10,10,1,3,1
2020,200,300,7,10,10,0,1,1
2021,200,300,7,10,10,0,3,1
2022,200,300,7,10,10,1,1,1
2023,200,300,7,10,10,1,3,1
2024,200,300,8,11,11,1,3,1
2025,200,300,7,10,10,1,1,1
2026,200,300,7,10,10,1,3,1
2027,200,300,7,10,10,1,3,1
2028,200,300,6,9,9,1,2,1
2029,200,300,226,224,220,1,3,1
2030,200,300,213,211,207,1,1,1
2031,200,300,255,255,255,1,3,1
2032,200,300,255,255,255,1,1,1
2033,200,300,178,172,175,1,3,1
2034,200,300,180,178,183,1,1,1
2035,200,300,56,56,63,1,3,1
2036,200,300,49,56,67,1,3,1
2037,200,300,0,0,6,1,1,1
2038,200,300,61,66,84,1,3,1
2039,200,300,77,81,102,1,3,1
2040,200,300,71,74,92,1,2,1
2041,200,300,32,31,48,1,3,1
2042,200,300,81,71,91,1,1,1
2043,200,300,117,105,112,1,3,1
2044,200,300,255,255,255,1,1,1
2045,200,300,95,98,96,1,3,1
2046,200,300,244,255,249,1,1,1
2047,200,300,207,228,220,1,3,1
2048,200,300,121,145,140,1,3,1
2049,200,300,205,241,229,0,1,1
2050,200,300,159,198,183,1,3,1
2051,200,300,174,192,185,1,3,1
2052,200,300,255,255,255,1,2,1
2053,200,300,0,0,0,1,3,1
2054,200,300,255,255,255,1,1,1
2055,200,300,255,255,255,1,3,1
2056,200,300,171,207,195,0,1,1
2057,200,300,114,168,155,0,3,1
2058,200,300,132,171,163,1,1,1
2059,200,300,251,255,255,1,3,1
2060,200,300,253,255,255,1,3,1
2061,200,300,163,194,183,1,1,1
2062,200,300,126,179,169,0,3,1
2063,200,300,78,134,123,1,3,1
2064,200,300,61,105,96,1,2,1
2065,200,300,110,149,141,1,3,1
2066,200,300,79,115,108,1,1,1
2067,200,300,107,152,140,1,3,1
2068,200,300,124,182,166,0,1,1
2069,200,300,98,165,148,1,3,1
2070,200,300,70,130,114,0,1,1
2071,200,300,98,158,142,0,3,1
2072,200,300,79,134,119,1,3,1
2073,200,300,90,135,117,1,1,1
2074,200,300,172,184,181,1,3,1
2075,200,300,172,182,181,0,3,1
2076,200,300,174,186,183,1,2,1
2077,200,300,148,163,159,1,3,1
2078,200,300,79,104,96,1,1,1
2079,200,300,88,138,124,1,3,1
2080,200,300,103,150,138,1,1,1
2081,200,300,49,87,83,1,3,1
2082,200,300,80,98,100,0,1,1
2083,200,300,91,107,114,0,3,1
2084,200,300,144,160,167,1,3,1
2085,200,300,147,171,168,1,1,1
2086,200,300,75,102,98,1,3,1
2087,200,300,61,90,86,1,3,1
2088,200,300,75,104,100,0,2,1
2089,200,300,104,140,135,1,3,1
2090,200,300,37,61,64,1,1,1
2091,200,300,43,67,64,1,3,1
2092,200,300,47,66,70,1,1,1
2093,200,300,38,61,60,1,3,1
2094,200,300,55,69,69,0,1,1
2095,200,300,74,87,90,1,3,1
2096,200,300,76,92,99,0,3,1
2097,200,300,100,112,122,0,1,1
2098,200,300,108,110,131,1,3,1
2099,200,300,102,98,122,1,3,1
2100,200,300,93,92,117,1,2,1
2101,200,300,82,87,100,0,3,1
2102,200,300,121,129,138,1,1,1
2103,200,300,154,169,178,1,3,1
2104,200,300,166,184,191,1,1,1
2105,200,300,65,86,90,1,3,1
2106,200,300,77,102,103,1,1,1
2107,200,300,78,101,107,1,3,1
2108,200,300,0,3,1,0,3,1
2109,200,300,59,78,82,0,1,1
2110,200,300,67,85,92,1,3,1
2111,200,300,74,92,99,1,3,1
2112,200,300,72,84,96,1,2,1
2113,200,300,66,77,98,1,3,1
2114,200,300,70,80,106,0,1,1
2115,200,300,87,97,114,1,3,1
2116,200,300,80,83,101,1,1,1
2117,200,300,77,85,102,1,3,1
2118,200,300,67,80,103,1,1,1
2119,200,300,78,82,103,1,3,1
2120,200,300,69,69,97,0,3,1
2121,200,300,81,90,110,1,1,1
2122,200,300,83,99,113,0,3,1
2123,200,300,94,113,124,0,3,1
2124,200,300,76,107,104,1,2,1
2125,200,300,81,116,106,1,3,1
2126,200,300,70,108,96,1,1,1
2127,200,300,66,97,94,0,3,1
2128,200,300,60,87,88,1,1,1
2129,200,300,54,82,80,1,3,1
2130,200,300,68,95,96,1,1,1
2131,200,300,130,160,160,1,3,1
2132,200,300,204,238,238,1,3,1
2133,200,300,67,101,101,1,1,1
2134,200,300,62,88,91,0,3,1
2135,200,300,50,76,79,0,3,1
2136,200,300,153,179,182,1,2,1
2137,200,300,88,115,111,1,3,1
2138,200,300,95,123,114,1,1,1
2139,200,300,71,104,94,1,3,1
2140,200,300,53,97,88,0,1,1
2141,200,300,85,121,114,1,3,1
2142,200,300,93,130,115,1,1,1
2143,200,300,91,116,103,1,3,1
2144,200,300,82,96,83,1,3,1
2145,200,300,98,111,100,1,1,1
2146,200,300,138,151,140,0,3,1
2147,200,300,140,153,142,1,3,1
2148,200,300,105,122,113,0,2,1
2149,200,300,92,113,105,0,3,1
2150,200,300,70,87,83,1,1,1
2151,200,300,68,83,81,1,3,1
2152,200,300,179,194,192,1,1,1
2153,200,300,72,84,83,1,3,1
2154,200,300,56,71,69,1,1,1
2155,200,300,55,66,60,1,3,1
2156,200,300,65,78,72,1,3,1
2157,200,300,69,85,78,1,1,1
2158,200,300,59,77,70,1,3,1
2159,200,300,59,77,70,1,3,1
2160,200,300,63,80,76,1,2,1
2161,200,300,56,73,69,1,3,1
2162,200,300,43,63,58,1,1,1
2163,200,300,43,63,60,1,3,1
2164,200,300,48,68,65,1,1,1
2165,200,300,35,56,55,1,3,1
2166,200,300,33,53,50,1,1,1
2167,200,300,31,51,48,1,3,1
2168,200,300,31,51,48,1,3,1
2169,200,300,29,51,48,1,1,1
2170,200,300,29,51,48,1,3,1
2171,200,300,29,53,50,1,3,1
2172,200,300,39,60,59,1,2,1
2173,200,300,39,60,59,1,3,1
2174,200,300,36,62,60,1,1,1
2175,200,300,94,100,116,1,3,1
2176,200,300,63,70,90,1,1,1
2177,200,300,53,55,89,0,3,1
2178,200,300,196,201,228,1,1,1
2179,200,300,86,77,136,1,3,1
2180,200,300,117,122,128,1,3,1
2181,200,300,54,32,111,1,1,1
2182,200,300,108,84,162,1,3,1
2183,200,300,121,109,152,1,3,1
2184,200,300,150,145,159,0,2,1
2185,200,300,102,102,109,0,3,1
2186,200,300,205,196,235,1,1,1
2187,200,300,55,45,95,1,3,1
2188,200,300,96,90,128,1,1,1
2189,200,300,95,95,116,1,3,1
2190,200,300,61,56,91,0,1,1
2191,200,300,111,104,138,1,3,1
2192,200,300,60,49,95,1,3,1
2193,200,300,80,62,106,1,1,1
2194,200,300,51,37,62,1,3,1
2195,200,300,138,119,147,1,3,1
2196,200,300,126,105,157,0,2,1
2197,200,300,124,122,168,1,3,1
2198,200,300,118,116,162,0,1,1
2199,200,300,118,113,160,0,3,1
2200,200,300,124,116,161,1,1,1
2201,200,300,134,124,167,1,3,1
2202,200,300,126,117,164,1,1,1
2203,200,300,94,88,140,0,3,1
2204,200,300,94,84,136,1,3,1
2205,200,300,163,153,189,1,1,1
2206,200,300,55,49,75,1,3,1
2207,200,300,23,10,46,1,3,1
2208,200,300,34,17,52,1,2,1
2209,200,300,175,159,191,1,3,1
2210,200,300,39,7,142,0,1,1
2211,200,300,211,189,255,0,3,1
2212,200,300,180,172,224,1,1,1
2213,200,300,255,255,255,1,3,1
2214,200,300,51,38,47,1,1,1
2215,200,300,70,52,44,1,3,1
2216,200,300,46,33,49,0,3,1
2217,200,300,16,0,94,1,1,1
2218,200,300,123,109,191,1,3,1
2219,200,300,0,0,55,1,3,1
2220,200,300,93,100,161,1,2,1
2221,200,300,184,181,237,1,3,1
2222,200,300,255,255,255,0,1,1
2223,200,300,163,174,223,1,3,1
2224,200,300,108,138,184,0,1,1
2225,200,300,117,146,201,0,3,1
2226,200,300,124,143,200,1,1,1
2227,200,300,67,15,72,1,3,1
2228,200,300,1,0,0,1,3,1
2229,200,300,238,232,193,0,1,1
2230,200,300,237,233,189,1,3,1
2231,200,300,241,240,195,1,3,1
2232,200,300,247,241,197,1,2,1
2233,200,300,243,238,196,1,3,1
2234,200,300,240,219,225,1,1,1
2235,200,300,252,238,218,1,3,1
2236,200,300,246,238,206,0,1,1
2237,200,300,245,233,211,0,3,1
2238,200,300,243,223,233,1,1,1
2239,200,300,255,249,254,1,3,1
2240,200,300,255,255,234,1,3,1
2241,200,300,255,255,255,1,1,1
2242,200,300,255,255,225,0,3,1
2243,200,300,251,240,231,1,3,1
2244,200,300,166,147,202,1,2,1
2245,200,300,188,167,227,1,3,1
2246,200,300,158,141,204,1,1,1
2247,200,300,115,87,197,1,3,1
2248,200,300,103,64,221,0,1,1
2249,200,300,102,65,241,1,3,1
2250,200,300,105,68,245,0,1,1
2251,200,300,108,70,255,0,3,1
2252,200,300,102,63,252,1,3,1
2253,200,300,107,73,254,1,1,1
2254,200,300,119,106,225,1,3,1
2255,200,300,244,250,255,0,3,1
2256,200,300,138,158,194,1,2,1
2257,200,300,194,213,251,1,3,1
2258,200,300,110,129,167,1,1,1
2259,200,300,113,132,170,1,3,1
2260,200,300,122,142,183,1,1,1
2261,200,300,128,154,191,1,3,1
2262,200,300,119,148,184,0,1,1
2263,200,300,79,105,142,0,3,1
2264,200,300,122,137,172,1,3,1
2265,200,300,252,255,255,1,1,1
2266,200,300,139,150,183,1,3,1
2267,200,300,133,143,174,1,3,1
2268,200,300,106,117,145,0,2,1
2269,200,300,90,101,124,1,3,1
2270,200,300,37,46,61,1,1,1
2271,200,300,32,27,33,1,3,1
2272,200,300,84,80,83,1,1,1
2273,200,300,30,30,30,1,3,1
2274,200,300,24,22,27,0,1,1
2275,200,300,29,29,27,1,3,1
2276,200,300,16,14,19,0,3,1
2277,200,300,27,27,25,0,1,1
2278,200,300,60,56,59,1,3,1
2279,200,300,150,150,171,1,3,1
2280,200,300,164,167,178,1,2,1
2281,200,300,172,175,186,1,3,1
2282,200,300,172,175,186,1,1,1
2283,200,300,184,185,190,1,3,1
2284,200,300,196,198,200,1,1,1
2285,200,300,200,202,204,1,3,1
2286,200,300,208,209,214,1,1,1
2287,200,300,200,201,206,1,3,1
2288,200,300,209,207,212,1,3,1
2289,200,300,201,203,205,1,1,1
2290,200,300,217,215,220,1,3,1
2291,200,300,209,207,212,1,3,1
2292,200,300,210,208,213,1,2,1
2293,200,300,204,202,207,1,3,1
2294,200,300,211,209,214,1,1,1
2295,200,300,214,214,214,1,3,1
2296,200,300,206,208,210,1,1,1
2297,200,300,210,212,214,1,3,1
2298,200,300,215,214,216,1,1,1
2299,200,300,207,205,210,1,3,1
2300,200,300,173,174,184,1,3,1
2301,200,300,167,172,178,1,1,1
2302,200,300,165,170,176,1,3,1
2303,200,300,181,182,192,1,3,1
2304,200,300,175,182,183,1,2,1
2305,200,300,162,165,165,0,3,1
2306,200,300,160,163,163,1,1,1
2307,200,300,169,177,176,1,3,1
2308,200,300,197,195,191,1,1,1
2309,200,300,232,230,221,1,3,1
2310,200,300,242,239,233,1,1,1
2311,200,300,246,253,239,1,3,1
2312,200,300,242,250,249,0,3,1
2313,200,300,33,44,59,0,1,1
2314,200,300,203,229,241,1,3,1
2315,200,300,28,59,66,1,3,1
2316,200,300,178,207,216,1,2,1
2317,200,300,178,200,197,1,3,1
2318,200,300,102,122,129,0,1,1
2319,200,300,124,139,162,1,3,1
2320,200,300,0,0,0,1,1,1
2321,200,300,211,235,191,1,3,1
2322,200,300,176,186,183,1,1,1
2323,200,300,150,157,168,1,3,1
2324,200,300,102,113,128,0,3,1
2325,200,300,34,50,57,1,1,1
2326,200,300,34,51,55,0,3,1
2327,200,300,111,130,134,0,3,1
2328,200,300,115,134,133,1,2,1
